test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_000168	XLOC_000168	FAM43B	chr1:20878931-20881513	hepg2_hr2	hepg2_hr3	OK	2.41063	2.20902	-0.126003	-0.46306	0.64	0.999565	no
XLOC_000169	XLOC_000169	CDA	chr1:20915392-20945402	hepg2_hr2	hepg2_hr3	OK	2.57017	3.10013	0.270466	0.775916	0.42865	0.999565	no
XLOC_000170	XLOC_000170	PINK1	chr1:20959947-21044317	hepg2_hr2	hepg2_hr3	OK	4.32737	3.65719	-0.242754	-0.223315	0.8223	0.999565	no
XLOC_000171	XLOC_000171	NBPF3	chr1:21766325-21811393	hepg2_hr2	hepg2_hr3	OK	2.66844	3.26152	0.289547	1.18955	0.22625	0.999565	no
XLOC_000172	XLOC_000172	ALPL	chr1:21835510-21904905	hepg2_hr2	hepg2_hr3	OK	1.05183	1.41053	0.423333	1.35152	0.16535	0.999565	no
XLOC_000173	XLOC_000173	LDLRAD2	chr1:22138757-22263788	hepg2_hr2	hepg2_hr3	NOTEST	0.0323338	0.0193551	-0.740332	0	1	1	no
XLOC_000174	XLOC_000174	CELA3B	chr1:22303417-22315847	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000175	XLOC_000175	CELA3A	chr1:22328148-22339035	hepg2_hr2	hepg2_hr3	NOTEST	0	0.058719	inf	0	1	1	no
XLOC_000176	XLOC_000176	HSPC157	chr1:22351706-22357811	hepg2_hr2	hepg2_hr3	OK	8.36759	7.19842	-0.21713	-0.850606	0.3857	0.999565	no
XLOC_000177	XLOC_000177	CDC42	chr1:22379119-22419444	hepg2_hr2	hepg2_hr3	OK	134.521	137.991	0.0367525	0.189983	0.8466	0.999565	no
XLOC_000178	XLOC_000178	ZBTB40	chr1:22755340-22857650	hepg2_hr2	hepg2_hr3	OK	5.05657	4.93965	-0.03375	-0.163525	0.87065	0.999565	no
XLOC_000179	XLOC_000179	EPHA8	chr1:22890003-22930087	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0337266	inf	0	1	1	no
XLOC_000180	XLOC_000180	C1QA	chr1:22963117-22966175	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000181	XLOC_000181	C1QC	chr1:22970117-22974603	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000182	XLOC_000182	C1QB	chr1:22979681-22988029	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0408302	inf	0	1	1	no
XLOC_000183	XLOC_000183	EPHB2	chr1:23037243-23241823	hepg2_hr2	hepg2_hr3	NOTEST	0.073954	0.0252145	-1.55238	0	1	1	no
XLOC_000184	XLOC_000184	KDM1A	chr1:23345657-23504169	hepg2_hr2	hepg2_hr3	OK	41.8192	41.4865	-0.0115241	-0.0499821	0.9583	0.999565	no
XLOC_000185	XLOC_000185	MIR3115	chr1:23345657-23504169	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000186	XLOC_000186	C1orf213	chr1:23685940-23698947	hepg2_hr2	hepg2_hr3	OK	1.00219	1.14879	0.196963	0.330642	0.71645	0.999565	no
XLOC_000187	XLOC_000187	-	chr1:23704674-23751964	hepg2_hr2	hepg2_hr3	OK	0.791812	0.0930501	-3.08908	-0.739187	0.3556	0.999565	no
XLOC_000188	XLOC_000188	TCEA3	chr1:23704674-23751964	hepg2_hr2	hepg2_hr3	OK	1.55233	2.07341	0.417574	0.700306	0.47255	0.999565	no
XLOC_000189	XLOC_000189	MDS2	chr1:23953823-23967056	hepg2_hr2	hepg2_hr3	NOTEST	0.0471918	0.111814	1.24449	0	1	1	no
XLOC_000190	XLOC_000190	RPL11	chr1:24018118-24025371	hepg2_hr2	hepg2_hr3	OK	915.771	939.849	0.0374426	0.194501	0.8486	0.999565	no
XLOC_000191	XLOC_000191	TCEB3	chr1:24069855-24104797	hepg2_hr2	hepg2_hr3	OK	10.6051	10.1158	-0.0681529	-0.317404	0.74915	0.999565	no
XLOC_000192	XLOC_000192	C1orf128	chr1:24104855-24114988	hepg2_hr2	hepg2_hr3	OK	22.9224	20.1728	-0.184352	-0.881646	0.3699	0.999565	no
XLOC_000193	XLOC_000193	LYPLA2	chr1:24116652-24122031	hepg2_hr2	hepg2_hr3	OK	46.7782	45.821	-0.0298289	-0.149574	0.87985	0.999565	no
XLOC_000194	XLOC_000194	PNRC2	chr1:24285515-24290777	hepg2_hr2	hepg2_hr3	OK	58.0344	57.1455	-0.0222686	-0.112621	0.9073	0.999565	no
XLOC_000195	XLOC_000195	-	chr1:24348234-24350256	hepg2_hr2	hepg2_hr3	OK	1.29464	1.85938	0.522272	0.695006	0.4859	0.999565	no
XLOC_000196	XLOC_000196	LOC284632	chr1:24526729-24538180	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000197	XLOC_000197	GRHL3	chr1:24645811-24741587	hepg2_hr2	hepg2_hr3	NOTEST	0.0419583	0.112833	1.42716	0	1	1	no
XLOC_000198	XLOC_000198	NIPAL3	chr1:24741636-24801610	hepg2_hr2	hepg2_hr3	OK	2.92734	2.97853	0.0250098	0.0878546	0.92815	0.999565	no
XLOC_000199	XLOC_000199	RCAN3	chr1:24828832-24878547	hepg2_hr2	hepg2_hr3	OK	7.57905	6.91543	-0.1322	-0.481309	0.6255	0.999565	no
XLOC_000200	XLOC_000200	C1orf130	chr1:24882566-24935818	hepg2_hr2	hepg2_hr3	OK	3.23312	3.7271	0.205125	0.564819	0.5458	0.999565	no
XLOC_000201	XLOC_000201	SRRM1	chr1:24968919-24999822	hepg2_hr2	hepg2_hr3	OK	16.651	16.4599	-0.016647	-0.082123	0.93475	0.999565	no
XLOC_000202	XLOC_000202	CLIC4	chr1:25071532-25171655	hepg2_hr2	hepg2_hr3	OK	90.357	94.7474	0.0684509	0.355873	0.70885	0.999565	no
XLOC_000203	XLOC_000203	-	chr1:25408956-25412472	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000204	XLOC_000204	RHD	chr1:25598980-25656936	hepg2_hr2	hepg2_hr3	NOTEST	0.16082	0.385428	1.26101	0	1	1	no
XLOC_000205	XLOC_000205	TMEM50A	chr1:25664810-25747363	hepg2_hr2	hepg2_hr3	OK	37.1892	37.369	0.00695708	0.034276	0.97015	0.999565	no
XLOC_000206	XLOC_000206	TMEM57	chr1:25756851-25826703	hepg2_hr2	hepg2_hr3	OK	7.06927	6.67315	-0.0831934	-0.389153	0.69145	0.999565	no
XLOC_000207	XLOC_000207	LDLRAP1	chr1:25870075-25895423	hepg2_hr2	hepg2_hr3	OK	4.55354	3.63337	-0.325681	-1.42877	0.1467	0.999565	no
XLOC_000208	XLOC_000208	-	chr1:25905481-25918905	hepg2_hr2	hepg2_hr3	NOTEST	0.0132162	0	-inf	0	1	1	no
XLOC_000209	XLOC_000209	MAN1C1	chr1:25943291-26112697	hepg2_hr2	hepg2_hr3	NOTEST	0.0558323	0.112055	1.00503	0	1	1	no
XLOC_000210	XLOC_000210	FAM54B,SEPN1	chr1:26126666-26185951	hepg2_hr2	hepg2_hr3	OK	20.3949	20.1073	-0.0204855	-0.0824824	0.9313	0.999565	no
XLOC_000211	XLOC_000211	EXTL1	chr1:26348270-26362954	hepg2_hr2	hepg2_hr3	NOTEST	0.121057	0.103288	-0.22901	0	1	1	no
XLOC_000212	XLOC_000212	PDIK1L	chr1:26437186-26452063	hepg2_hr2	hepg2_hr3	OK	2.1687	2.55468	0.236313	0.89701	0.3618	0.999565	no
XLOC_000213	XLOC_000213	GRRP1	chr1:26485510-26489119	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000214	XLOC_000214	ZNF593	chr1:26496387-26497364	hepg2_hr2	hepg2_hr3	OK	39.5829	38.1381	-0.0536446	-0.247401	0.80305	0.999565	no
XLOC_000215	XLOC_000215	CNKSR1	chr1:26503969-26516375	hepg2_hr2	hepg2_hr3	OK	2.02097	1.90415	-0.0858951	-0.294885	0.76655	0.999565	no
XLOC_000216	XLOC_000216	CATSPER4	chr1:26517118-26529033	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000217	XLOC_000217	-	chr1:26551649-26556442	hepg2_hr2	hepg2_hr3	OK	2.82988	2.97056	0.0699947	0.224116	0.81735	0.999565	no
XLOC_000218	XLOC_000218	CCDC21,SH3BGRL3	chr1:26560341-26608383	hepg2_hr2	hepg2_hr3	OK	30.5976	28.3506	-0.110042	-0.43277	0.6598	0.999565	no
XLOC_000219	XLOC_000219	CD52	chr1:26608736-26647014	hepg2_hr2	hepg2_hr3	NOTEST	0.220951	0.134744	-0.713509	0	1	1	no
XLOC_000220	XLOC_000220	LIN28A	chr1:26737268-26756219	hepg2_hr2	hepg2_hr3	OK	0.899801	1.43979	0.678182	2.24652	0.02715	0.999565	no
XLOC_000221	XLOC_000221	DHDDS,HMGN2	chr1:26758713-26803179	hepg2_hr2	hepg2_hr3	OK	127.128	128.502	0.0155074	0.0786496	0.93595	0.999565	no
XLOC_000222	XLOC_000222	RPS6KA1	chr1:26856248-26901520	hepg2_hr2	hepg2_hr3	OK	13.791	13.281	-0.0543596	-0.267206	0.78305	0.999565	no
XLOC_000223	XLOC_000223	MIR1976	chr1:26856248-26901520	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000224	XLOC_000224	ARID1A	chr1:27021788-27108679	hepg2_hr2	hepg2_hr3	OK	9.42113	9.72913	0.0464115	0.234372	0.8097	0.999565	no
XLOC_000225	XLOC_000225	PIGV	chr1:27113652-27124952	hepg2_hr2	hepg2_hr3	OK	6.95536	7.41707	0.0927227	0.399723	0.6843	0.999565	no
XLOC_000226	XLOC_000226	ZDHHC18	chr1:27153200-27182211	hepg2_hr2	hepg2_hr3	OK	8.0957	7.92134	-0.0314108	-0.147148	0.88055	0.999565	no
XLOC_000227	XLOC_000227	SFN	chr1:27189632-27190947	hepg2_hr2	hepg2_hr3	OK	6.90897	6.64324	-0.0565854	-0.230718	0.81085	0.999565	no
XLOC_000228	XLOC_000228	NUDC	chr1:27248223-27272887	hepg2_hr2	hepg2_hr3	OK	98.6757	99.6222	0.0137724	0.0708801	0.94225	0.999565	no
XLOC_000229	XLOC_000229	TRNP1	chr1:27320169-27327714	hepg2_hr2	hepg2_hr3	OK	52.4294	51.4618	-0.0268749	-0.134397	0.893	0.999565	no
XLOC_000230	XLOC_000230	WDTC1	chr1:27561006-27635206	hepg2_hr2	hepg2_hr3	OK	5.35409	4.62066	-0.212542	-0.982769	0.31925	0.999565	no
XLOC_000231	XLOC_000231	TMEM222	chr1:27648635-27662891	hepg2_hr2	hepg2_hr3	OK	14.298	13.5658	-0.0758408	-0.337664	0.72785	0.999565	no
XLOC_000232	XLOC_000232	LOC644961	chr1:27648635-27662891	hepg2_hr2	hepg2_hr3	OK	0.807879	0.939898	0.218364	0.294968	0.76875	0.999565	no
XLOC_000233	XLOC_000233	SYTL1	chr1:27668406-27680428	hepg2_hr2	hepg2_hr3	OK	9.33991	9.76113	0.0636389	0.29332	0.7603	0.999565	no
XLOC_000234	XLOC_000234	GPR3	chr1:27719151-27722317	hepg2_hr2	hepg2_hr3	OK	2.2827	2.66671	0.224318	0.774906	0.4399	0.999565	no
XLOC_000235	XLOC_000235	AHDC1	chr1:27860755-27930712	hepg2_hr2	hepg2_hr3	OK	0.938493	0.70948	-0.403586	-0.50643	0.59935	0.999565	no
XLOC_000236	XLOC_000236	FAM76A	chr1:28052472-28089629	hepg2_hr2	hepg2_hr3	OK	4.74741	4.88353	0.0407815	0.172975	0.85425	0.999565	no
XLOC_000237	XLOC_000237	STX12	chr1:28099693-28150963	hepg2_hr2	hepg2_hr3	OK	10.7571	10.9995	0.0321452	0.15076	0.87825	0.999565	no
XLOC_000238	XLOC_000238	PPP1R8	chr1:28157251-28178183	hepg2_hr2	hepg2_hr3	OK	25.3452	26.3274	0.0548547	0.271619	0.78255	0.999565	no
XLOC_000239	XLOC_000239	SCARNA1	chr1:28157251-28178183	hepg2_hr2	hepg2_hr3	OK	2.85794	0	-inf	-nan	0.2191	0.999565	no
XLOC_000240	XLOC_000240	C1orf38	chr1:28199054-28213193	hepg2_hr2	hepg2_hr3	NOTEST	0.304523	0.394619	0.373907	0	1	1	no
XLOC_000241	XLOC_000241	SMPDL3B,XKR8	chr1:28261443-28294606	hepg2_hr2	hepg2_hr3	OK	5.38893	5.87938	0.125667	0.464892	0.63475	0.999565	no
XLOC_000242	XLOC_000242	ATPIF1	chr1:28562610-28564611	hepg2_hr2	hepg2_hr3	OK	76.7176	84.717	0.143094	0.619611	0.5186	0.999565	no
XLOC_000243	XLOC_000243	SESN2	chr1:28586005-28609070	hepg2_hr2	hepg2_hr3	OK	11.8602	11.3067	-0.0689511	-0.33669	0.7322	0.999565	no
XLOC_000244	XLOC_000244	MED18	chr1:28655512-28662478	hepg2_hr2	hepg2_hr3	OK	9.9758	9.36406	-0.0912983	-0.404164	0.6768	0.999565	no
XLOC_000245	XLOC_000245	PHACTR4	chr1:28696084-28827022	hepg2_hr2	hepg2_hr3	OK	11.7336	13.122	0.161348	0.784389	0.42275	0.999565	no
XLOC_000246	XLOC_000246	RCC1	chr1:28832454-28870581	hepg2_hr2	hepg2_hr3	OK	65.9041	69.2526	0.0715014	0.355149	0.7114	0.999565	no
XLOC_000247	XLOC_000247	TRNAU1AP	chr1:28879429-28909016	hepg2_hr2	hepg2_hr3	OK	6.01797	6.03682	0.00451164	0.0123585	0.98935	0.999565	no
XLOC_000248	XLOC_000248	RAB42	chr1:28918711-28923252	hepg2_hr2	hepg2_hr3	OK	8.31659	8.43903	0.0210851	0.0833342	0.92985	0.999565	no
XLOC_000249	XLOC_000249	RNU11	chr1:28969677-28975645	hepg2_hr2	hepg2_hr3	NOTEST	0.044921	0.141322	1.65352	0	1	1	no
XLOC_000250	XLOC_000250	GMEB1	chr1:28994828-29043803	hepg2_hr2	hepg2_hr3	OK	2.22496	2.03465	-0.129	-0.480381	0.62045	0.999565	no
XLOC_000251	XLOC_000251	YTHDF2	chr1:29063132-29096294	hepg2_hr2	hepg2_hr3	OK	32.6551	31.9354	-0.0321531	-0.160518	0.86795	0.999565	no
XLOC_000252	XLOC_000252	OPRD1	chr1:29138653-29191092	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000253	XLOC_000253	EPB41	chr1:29213438-29450421	hepg2_hr2	hepg2_hr3	OK	16.2677	17.1394	0.0753005	0.294317	0.74045	0.999565	no
XLOC_000254	XLOC_000254	PTPRU	chr1:29563019-29653355	hepg2_hr2	hepg2_hr3	OK	16.1769	15.1169	-0.0977802	-0.496878	0.6096	0.999565	no
XLOC_000255	XLOC_000255	LOC100129196	chr1:31184123-31199593	hepg2_hr2	hepg2_hr3	NOTEST	0.047446	0.0391798	-0.276179	0	1	1	no
XLOC_000256	XLOC_000256	-	chr1:31298979-31306991	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000257	XLOC_000257	PRO0611	chr1:31404349-31538811	hepg2_hr2	hepg2_hr3	NOTEST	0.288295	0.160592	-0.844144	0	1	1	no
XLOC_000258	XLOC_000258	ZCCHC17	chr1:31769841-31846045	hepg2_hr2	hepg2_hr3	OK	19.2125	19.9038	0.0509936	0.24029	0.80785	0.999565	no
XLOC_000259	XLOC_000259	SERINC2	chr1:31882411-31907527	hepg2_hr2	hepg2_hr3	OK	16.3773	15.0273	-0.12411	-0.591232	0.54725	0.999565	no
XLOC_000260	XLOC_000260	LOC149086	chr1:31971838-31974167	hepg2_hr2	hepg2_hr3	NOTEST	0.0366771	0	-inf	0	1	1	no
XLOC_000261	XLOC_000261	LOC284551	chr1:31984035-31989846	hepg2_hr2	hepg2_hr3	NOTEST	0.0436637	0.0507645	0.217385	0	1	1	no
XLOC_000262	XLOC_000262	TINAGL1	chr1:32042005-32053289	hepg2_hr2	hepg2_hr3	OK	8.03788	7.22391	-0.154036	-0.691044	0.4768	0.999565	no
XLOC_000263	XLOC_000263	HCRTR1	chr1:32083300-32092919	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000264	XLOC_000264	KHDRBS1	chr1:32479112-32525975	hepg2_hr2	hepg2_hr3	OK	62.4155	61.9606	-0.0105522	-0.0538615	0.95445	0.999565	no
XLOC_000265	XLOC_000265	TMEM39B	chr1:32538345-32568569	hepg2_hr2	hepg2_hr3	OK	3.77614	3.73126	-0.0172472	-0.0652547	0.94685	0.999565	no
XLOC_000266	XLOC_000266	KPNA6	chr1:32573378-32642297	hepg2_hr2	hepg2_hr3	OK	14.203	14.2806	0.00786343	0.039915	0.9666	0.999565	no
XLOC_000267	XLOC_000267	TXLNA	chr1:32645269-32664215	hepg2_hr2	hepg2_hr3	OK	23.9011	23.3535	-0.0334366	-0.169848	0.8587	0.999565	no
XLOC_000268	XLOC_000268	CCDC28B,DCDC2B,IQCC	chr1:32664620-32708947	hepg2_hr2	hepg2_hr3	OK	2.67059	2.64371	-0.0145957	-0.0118947	0.9906	0.999565	no
XLOC_000269	XLOC_000269	EIF3I	chr1:32664620-32708947	hepg2_hr2	hepg2_hr3	OK	110.298	109.528	-0.0101141	-0.0496047	0.9627	0.999565	no
XLOC_000270	XLOC_000270	FAM167B	chr1:32712817-32714461	hepg2_hr2	hepg2_hr3	NOTEST	0.284236	0.304366	0.0987169	0	1	1	no
XLOC_000271	XLOC_000271	LCK	chr1:32716839-32751766	hepg2_hr2	hepg2_hr3	OK	0.465516	0.270305	-0.78424	-1.36594	0.16365	0.999565	no
XLOC_000272	XLOC_000272	HDAC1	chr1:32757707-32799224	hepg2_hr2	hepg2_hr3	OK	50.8854	50.4981	-0.0110226	-0.0560194	0.9568	0.999565	no
XLOC_000273	XLOC_000273	-	chr1:32814093-32820211	hepg2_hr2	hepg2_hr3	OK	0.696408	0.57871	-0.267092	-0.551393	0.5765	0.999565	no
XLOC_000274	XLOC_000274	TSSK3	chr1:32827861-32860062	hepg2_hr2	hepg2_hr3	OK	2.13995	2.50774	0.228812	0.231196	0.808	0.999565	no
XLOC_000275	XLOC_000275	ZBTB8B	chr1:32930600-32953545	hepg2_hr2	hepg2_hr3	NOTEST	0.0211071	0.0240338	0.187335	0	1	1	no
XLOC_000276	XLOC_000276	ZBTB8A	chr1:33004771-33071631	hepg2_hr2	hepg2_hr3	OK	1.42782	1.69436	0.246927	0.993402	0.3127	0.999565	no
XLOC_000277	XLOC_000277	RBBP4	chr1:33116748-33168361	hepg2_hr2	hepg2_hr3	OK	23.5632	23.3732	-0.0116773	-0.0516432	0.95705	0.999565	no
XLOC_000278	XLOC_000278	KIAA1522	chr1:33207097-33324476	hepg2_hr2	hepg2_hr3	OK	10.1484	9.47008	-0.0998002	-0.245937	0.805	0.999565	no
XLOC_000279	XLOC_000279	S100PBP	chr1:33207097-33324476	hepg2_hr2	hepg2_hr3	OK	9.38623	8.86066	-0.0831317	-0.137585	0.8834	0.999565	no
XLOC_000280	XLOC_000280	HPCA	chr1:33352097-33366953	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000281	XLOC_000281	ADC	chr1:33546713-33586114	hepg2_hr2	hepg2_hr3	OK	0.97247	0.739909	-0.394306	-0.897079	0.3157	0.999565	no
XLOC_000282	XLOC_000282	ZNF362	chr1:33721925-33767537	hepg2_hr2	hepg2_hr3	OK	6.61293	6.23541	-0.0848055	-0.388726	0.6952	0.999565	no
XLOC_000283	XLOC_000283	-	chr1:33775917-33777393	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000284	XLOC_000284	PHC2	chr1:33789185-33896674	hepg2_hr2	hepg2_hr3	NOTEST	0.173196	0.104106	-0.734352	0	1	1	no
XLOC_000285	XLOC_000285	ZSCAN20	chr1:33938222-33967208	hepg2_hr2	hepg2_hr3	OK	0.94857	1.1025	0.216955	0.765377	0.42845	0.999565	no
XLOC_000286	XLOC_000286	HMGB4	chr1:33979608-34631443	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000287	XLOC_000287	C1orf94	chr1:34632623-34684731	hepg2_hr2	hepg2_hr3	NOTEST	0.0176207	0.0134851	-0.3859	0	1	1	no
XLOC_000288	XLOC_000288	GJB5	chr1:35220720-35224112	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000289	XLOC_000289	GJB4	chr1:35225341-35229325	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000290	XLOC_000290	GJB3	chr1:35246789-35251967	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0233976	inf	0	1	1	no
XLOC_000291	XLOC_000291	GJA4	chr1:35258598-35261348	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000292	XLOC_000292	ZMYM1	chr1:35544957-35582526	hepg2_hr2	hepg2_hr3	OK	6.08989	6.2939	0.0475367	0.209965	0.8244	0.999565	no
XLOC_000293	XLOC_000293	ZMYM4	chr1:35734280-35887622	hepg2_hr2	hepg2_hr3	OK	13.8527	13.3062	-0.0580665	-0.294821	0.7682	0.999565	no
XLOC_000294	XLOC_000294	NCDN	chr1:36023392-36032761	hepg2_hr2	hepg2_hr3	OK	6.21711	6.5145	0.0674104	0.31507	0.74905	0.999565	no
XLOC_000295	XLOC_000295	TFAP2E	chr1:36038970-36061183	hepg2_hr2	hepg2_hr3	NOTEST	0.262684	0.254525	-0.045522	0	1	1	no
XLOC_000296	XLOC_000296	EIF2C4	chr1:36273211-36323510	hepg2_hr2	hepg2_hr3	OK	3.01746	3.16265	0.0678032	0.301061	0.7583	0.999565	no
XLOC_000297	XLOC_000297	EIF2C1	chr1:36348784-36396126	hepg2_hr2	hepg2_hr3	OK	7.95817	7.39266	-0.106342	-0.523966	0.59695	0.999565	no
XLOC_000298	XLOC_000298	EIF2C3	chr1:36396218-36522444	hepg2_hr2	hepg2_hr3	OK	5.07368	4.98491	-0.0254643	-0.110584	0.91115	0.999565	no
XLOC_000299	XLOC_000299	ADPRHL2,TEKT2	chr1:36549675-36559533	hepg2_hr2	hepg2_hr3	OK	12.8958	12.0989	-0.0920247	-0.42796	0.657	0.999565	no
XLOC_000300	XLOC_000300	MAP7D1	chr1:36621629-36646487	hepg2_hr2	hepg2_hr3	OK	6.49652	6.732	0.0513678	0.245237	0.8072	0.999565	no
XLOC_000301	XLOC_000301	THRAP3	chr1:36689872-36770959	hepg2_hr2	hepg2_hr3	OK	39.5552	39.9128	0.0129842	0.0667782	0.9437	0.999565	no
XLOC_000302	XLOC_000302	C1orf113	chr1:36771945-36795742	hepg2_hr2	hepg2_hr3	OK	2.61497	2.69043	0.0410423	0.130371	0.8966	0.999565	no
XLOC_000303	XLOC_000303	MIR4255	chr1:37627163-37627235	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000304	XLOC_000304	ZC3H12A	chr1:37920255-37950164	hepg2_hr2	hepg2_hr3	OK	7.35593	6.92413	-0.0872768	-0.398457	0.68945	0.999565	no
XLOC_000305	XLOC_000305	DNALI1	chr1:38022519-38061586	hepg2_hr2	hepg2_hr3	NOTEST	0.166682	0.192707	0.209318	0	1	1	no
XLOC_000306	XLOC_000306	CDCA8	chr1:38158158-38175391	hepg2_hr2	hepg2_hr3	OK	15.1876	14.8858	-0.0289609	-0.139418	0.8906	0.999565	no
XLOC_000307	XLOC_000307	MANEAL	chr1:38259209-38412729	hepg2_hr2	hepg2_hr3	OK	13.5863	13.7655	0.0189046	0.0508926	0.95675	0.999565	no
XLOC_000308	XLOC_000308	C1orf122	chr1:38259209-38412729	hepg2_hr2	hepg2_hr3	OK	30.3918	29.1551	-0.0599336	-0.161108	0.86455	0.999565	no
XLOC_000309	XLOC_000309	UTP11L	chr1:38477232-38490497	hepg2_hr2	hepg2_hr3	OK	17.4864	16.6631	-0.0695781	-0.329364	0.7391	0.999565	no
XLOC_000310	XLOC_000310	MIR3659	chr1:38512641-38571497	hepg2_hr2	hepg2_hr3	OK	0.489898	0.528074	0.108257	0.14225	0.89515	0.999565	no
XLOC_000311	XLOC_000311	MIR3659	chr1:38512641-38571497	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000312	XLOC_000312	-	chr1:38575309-38585201	hepg2_hr2	hepg2_hr3	OK	0.604184	0.484156	-0.319516	-0.277571	0.7994	0.999565	no
XLOC_000313	XLOC_000313	-	chr1:39303869-39407623	hepg2_hr2	hepg2_hr3	OK	1.48782	1.57141	0.078856	0.0344217	0.7448	0.999565	no
XLOC_000314	XLOC_000314	AKIRIN1	chr1:39456888-39473362	hepg2_hr2	hepg2_hr3	OK	55.234	55.2219	-0.00031757	-0.00161842	0.99855	0.999565	no
XLOC_000315	XLOC_000315	NDUFS5	chr1:39491336-39500308	hepg2_hr2	hepg2_hr3	OK	183.352	184.246	0.00701216	0.0349685	0.96985	0.999565	no
XLOC_000316	XLOC_000316	-	chr1:39508391-39514071	hepg2_hr2	hepg2_hr3	NOTEST	0.252638	0.129877	-0.959919	0	1	1	no
XLOC_000317	XLOC_000317	KIAA0754,MACF1	chr1:39547117-39952789	hepg2_hr2	hepg2_hr3	OK	13.5696	13.5448	-0.00263491	-0.0134397	0.9884	0.999565	no
XLOC_000318	XLOC_000318	BMP8A	chr1:39957308-40025370	hepg2_hr2	hepg2_hr3	NOTEST	0.105154	0.153847	0.548997	0	1	1	no
XLOC_000319	XLOC_000319	PPIE	chr1:40204516-40254533	hepg2_hr2	hepg2_hr3	OK	7.86729	10.4029	0.403053	1.43605	0.1434	0.999565	no
XLOC_000320	XLOC_000320	MFSD2A	chr1:40420783-40435648	hepg2_hr2	hepg2_hr3	NOTEST	0.152073	0.197341	0.375931	0	1	1	no
XLOC_000321	XLOC_000321	CAP1	chr1:40506254-40538321	hepg2_hr2	hepg2_hr3	OK	88.2999	88.6388	0.00552753	0.0284482	0.97795	0.999565	no
XLOC_000322	XLOC_000322	RLF	chr1:40627019-40706593	hepg2_hr2	hepg2_hr3	OK	6.53673	6.82075	0.0613606	0.293391	0.7689	0.999565	no
XLOC_000323	XLOC_000323	TMCO2	chr1:40713572-40717365	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_000324	XLOC_000324	ZMPSTE24	chr1:40723732-40759856	hepg2_hr2	hepg2_hr3	OK	46.1544	49.0633	0.0881744	0.447412	0.6519	0.999565	no
XLOC_000325	XLOC_000325	SMAP2	chr1:40839377-40888998	hepg2_hr2	hepg2_hr3	OK	11.3093	10.7353	-0.0751534	-0.353159	0.7139	0.999565	no
XLOC_000326	XLOC_000326	ZNF643	chr1:40915745-40933798	hepg2_hr2	hepg2_hr3	OK	4.01035	3.46724	-0.209937	-0.790808	0.4142	0.999565	no
XLOC_000327	XLOC_000327	ZNF642	chr1:40942870-40983745	hepg2_hr2	hepg2_hr3	OK	2.19793	2.40135	0.127698	0.290166	0.7713	0.999565	no
XLOC_000328	XLOC_000328	DEM1	chr1:40942870-40983745	hepg2_hr2	hepg2_hr3	OK	6.19628	6.18034	-0.00371569	-0.013659	0.98815	0.999565	no
XLOC_000329	XLOC_000329	ZNF684	chr1:40997232-41013841	hepg2_hr2	hepg2_hr3	OK	5.64451	5.77842	0.0338279	0.136822	0.8823	0.999565	no
XLOC_000330	XLOC_000330	NFYC	chr1:41154751-41237275	hepg2_hr2	hepg2_hr3	OK	21.3134	18.7771	-0.182789	-0.851852	0.39815	0.999565	no
